"","Maker","Model","Type","Fuel","Price","Cylinders","Displacement","DriveWheel","BHP","Torque","Acceleration","TopSpeed","MPG","Weight","Length","Width","Height","AdaptiveHeadlights","AdjustableSteering","AlarmSystem","Automatic","Bluetooth","ClimateControl","CruiseControl","ElectricSeats","Leather","ParkingSensors","PowerSteering","SatNav","ESP","Origin"
"Vauxhall Insignia Sports Tourer","Vauxhall","Insignia Sports Tourer","Insignia 2.0 CDTi 130 ecoFlex S/S SRi 5d Sports Tourer","Diesel",10.1681568506788,4,7.57865685059476,"Front",4.86753445045558,5.39816270151775,10.9,4.82028156560504,62,NA,4908,1856,1520,"standard","standard","standard","no","optional","standard","standard","no","optional","optional","standard","optional","standard","Europe"
"Vauxhall Meriva","Vauxhall","Meriva","Meriva 1.3 CDTi 75 Exclusiv 2010 5d","Diesel",9.84081395800807,4,7.12929754892937,"Front",4.31748811353631,4.88280192258637,16.9,4.59511985013459,57,1360,4288,1812,1615,"optional","standard","no/optional","no","optional","optional","standard","no","no","optional","standard","optional","standard","Europe"
"Vauxhall Mokka","Vauxhall","Mokka","Mokka 1.6 115 S/S SE 5d","Petrol",9.92793623293844,4,7.37650812632622,"Front",4.74493212836325,4.7361984483945,12.2,4.66343909411207,43,NA,4280,1775,1645,"standard","standard","standard","no","standard","standard","standard","no","standard","standard","standard","no","standard","Europe"
"Vauxhall VXR8","Vauxhall","VXR8","VXR8 6.2 V8 Clubsport 4d","Petrol",10.7144177687525,8,8.72615667915661,"Rear",6.06610809010375,6.00388706710654,4.9,5.04342511691925,21,1831,4940,1900,1470,"no","no","standard","optional","standard","standard","no","standard","optional","standard","standard","no","standard","Europe"
"Vauxhall Zafira","Vauxhall","Zafira","Zafira 1.6 Design ESP 5d","Petrol",10.0125661475624,4,7.37650812632622,"Front",4.74493212836325,4.7361984483945,12.5,4.74493212836325,42,1430,4467,1781,1645,"no","standard","no/optional","no","optional","no","optional","no","no","optional","standard","optional","standard","Europe"
"Vauxhall Zafira Tourer","Vauxhall","Zafira Tourer","Zafira Tourer 1.4T 140 S/S SE 5d","Petrol",10.086017420965,4,7.21817683840341,"Front",4.9416424226093,5.08759633523238,9.9,4.83628190695148,44,NA,4658,1884,1685,"standard","standard","standard","no","no","standard","standard","no","no","standard","standard","optional","standard","Europe"
"Volkswagen Beetle","Volkswagen","Beetle","Beetle 2.0 TDI 140 Design 3d","Diesel",9.90772854679338,4,7.5847730776122,"Front",4.9416424226093,5.46383180502561,9.4,4.81218435537242,57,1395,4278,1808,1486,"optional","standard","standard","no","standard","optional","optional","no","no","optional","standard","optional","standard","Europe"
"Volkswagen CC","Volkswagen","CC","CC 2.0 TDI 140 BMT GT 4d","Diesel",10.2244835040178,4,7.5847730776122,"Front",4.9416424226093,5.46383180502561,9.8,4.88280192258637,60,NA,4802,1855,1417,"standard","standard","standard","optional","standard","no","standard","no","standard","standard","standard","standard","standard","Europe"
"Volkswagen Eos","Volkswagen","Eos","Eos 2.0 TSI 210 Sport 2d","Petrol",10.2417439109508,4,7.59287028784482,"Front",5.34710753071747,5.32787616878958,7.8,4.99043258677874,39,1563,4423,1791,1444,"standard","standard","standard","optional","standard","optional","optional","optional","optional","standard","standard","optional","standard","Europe"
"Volkswagen Golf","Volkswagen","Golf","Golf 1.6 TDI 105 SE 3d","Diesel",9.90623377820415,4,7.37650812632622,"Front",4.65396035015752,5.21493575760899,10.7,4.77912349311153,74,1295,4255,1799,1452,"standard","standard","standard","no","standard","optional","standard","no","optional","optional","standard","optional","standard","Europe"
"Volkswagen Golf Plus","Volkswagen","Golf Plus","Golf Plus 1.6 TDI 105 BlueTech S 5d","Diesel",9.88277451093859,4,7.37650812632622,"Front",4.65396035015752,5.21493575760899,12.1,4.75359019110636,65,1450,4204,1759,1592,"optional","standard","no/optional","optional","no","no","no","no","no","no","standard","no","standard","Europe"
"Volkswagen Jetta","Volkswagen","Jetta","Jetta 1.4 TSI 160 SE 4d","Petrol",9.87199688544476,4,7.23705902612474,"Front",5.07517381523383,5.17614973257383,8.3,4.91998092582813,44,1411,4644,1778,1482,"no","standard","standard","optional","optional","optional","no","no","optional","optional","standard","optional","standard","Europe"
"Volkswagen Passat","Volkswagen","Passat","Passat 1.8 TSI 160 Sport 4d","Petrol",10.0439014562513,4,7.49443021503157,"Front",5.07517381523383,5.21493575760899,8.5,4.91998092582813,40,1502,4769,1820,1470,"standard","standard","standard","optional","standard","standard","standard","no","optional","optional","standard","standard","standard","Europe"
"Volkswagen Phaeton","Volkswagen","Phaeton","Phaeton 3.0 TDI V6 240 4MOTION LWB 4d","Diesel",10.8247658259213,6,7.99530662029082,"4WD",5.48063892334199,5.90536184805457,8.3,4.99043258677874,33,2315,5179,1903,1450,"standard","standard","standard","standard","optional","standard","standard","standard","standard","standard","standard","standard","standard","Europe"
"Volkswagen Polo","Volkswagen","Polo","Polo 1.2 TDI 75 Match Edition 3d","Diesel",9.5655642636476,3,7.08924315502751,"Front",4.31748811353631,4.969813299576,13.9,4.66343909411207,72,1199,NA,NA,NA,"no","standard","standard","no","standard","no","standard","no","no","standard","standard","optional","standard","Europe"
"Volkswagen Scirocco","Volkswagen","Scirocco","Scirocco 2.0 TSI 210 GT 3d","Petrol",10.1852772992831,4,7.59287028784482,"Front",5.34710753071747,5.33271879326537,6.9,5.00394630594546,38,1373,4256,1810,1404,"standard","standard","standard","optional","standard","standard","optional","optional","standard","standard","standard","standard","standard","Europe"
"Volkswagen Sharan","Volkswagen","Sharan","Sharan 2.0 TDI 170 SE 2011 5d","Diesel",10.2515000858962,4,7.5847730776122,"Front",5.13579843705026,5.55295958492162,9.8,4.86753445045558,48,1794,4854,1904,1720,"standard","standard","standard","optional","standard","standard","standard","standard","optional","standard","standard","optional","standard","Europe"
"Volkswagen Tiguan","Volkswagen","Tiguan","Tiguan 1.4 TSI 160 4Motion SE 5d","Petrol",10.1310214521516,4,7.23705902612474,"4WD",5.07517381523383,5.17614973257383,9.2,4.81218435537242,37,1631,4433,1809,1703,"standard","standard","standard","no","standard","standard","optional","optional","optional","standard","standard","optional","standard","Europe"
"Volkswagen Touareg","Volkswagen","Touareg","Touareg 3.0 V6 TDI 245 Altitude 5d","Diesel",10.6808609852236,6,7.99530662029082,"4WD",5.50125821054473,6.00635315960173,7.8,4.90527477843843,39,2174,4795,1940,1732,"standard","standard","standard","standard","standard","standard","standard","optional","standard","standard","standard","standard","standard","Europe"
"Volkswagen Touran","Volkswagen","Touran","Touran 1.6 TDI 105 SE 2010 5d","Diesel",9.99012385919568,4,7.37650812632622,"Front",4.65396035015752,5.22035582507832,12.8,4.7361984483945,55,1539,4397,1794,1634,"no","standard","standard","optional","optional","optional","standard","no","optional","standard","standard","optional","standard","Europe"
"Volkswagen Up","Volkswagen","Up","Up 1.0 75 High Up 3d","Petrol",9.29651806821724,3,6.90675477864855,"Front",4.31748811353631,4.24849524204936,13.2,4.66343909411207,60,929,3540,1641,1489,"no","no","no/optional","optional","no","no","optional","no","no","optional","standard","no","standard","Europe"
"Volvo S60","Volvo","S60","S60 2.0 D3 136 SE Lux 4d","Diesel",10.269691946691,5,7.59287028784482,"Front",4.91265488573605,5.55295958492162,10.2,4.84418708645859,65,1577,4628,1865,1484,"no","standard","standard","optional","standard","standard","standard","standard","standard","standard","standard","optional","standard","Europe"
"Volvo S80","Volvo","S80","S80 2.4 D5 215 SE Lux 4d","Diesel",10.4434835536019,5,7.78322401633604,"Front",5.37063802812766,5.73334127689775,7.6,4.96284463025991,61,1671,4851,1861,1493,"standard","standard","standard","no","standard","standard","standard","standard","standard","standard","standard","standard","standard","Europe"
"Volvo V40","Volvo","V40","V40 2.0 D4 177 R-Design 5d","Diesel",10.1183972989232,5,7.59287028784482,"Front",5.17614973257383,5.78074351579233,8.2,4.91998092582813,65,1484,NA,NA,NA,"no","standard","standard","optional","standard","no","optional","optional","no","optional","standard","optional","standard","Europe"
"Volvo V60","Volvo","V60","V60 2.4 D5 215 SE 5d","Diesel",10.3399667141735,5,7.78322401633604,"Front",5.37063802812766,5.73334127689775,7.5,4.96284463025991,61,1655,4628,1865,1484,"no","standard","standard","optional","standard","standard","standard","no","optional","standard","standard","optional","standard","Europe"
"Volvo V70","Volvo","V70","V70 2.0 D4 163 R-Design 5d","Diesel",10.3631251395327,5,7.59287028784482,"Front",5.09375020080676,5.68697535633982,9.9,4.86753445045558,62,1734,4823,1861,1547,"no","standard","standard","no","standard","standard","standard","no","standard","no","standard","optional","standard","Europe"
"Volvo XC60","Volvo","XC60","XC60 2.4 D5 215 AWD R-Design 5d","Diesel",10.4615306759112,5,7.78322401633604,"4WD",5.37063802812766,5.73334127689775,8.4,4.86753445045558,50,1847,4627,1891,1713,"optional","standard","standard","optional","standard","standard","standard","optional","standard","optional","standard","optional","standard","Europe"
"Volvo XC70","Volvo","XC70","XC70 2.0 D3 DRIVe 163 SE Lux 5d","Diesel",10.4256981211687,5,7.59287028784482,"Front",5.09375020080676,5.68697535633982,9.6,4.84418708645859,51,1764,4838,1861,1604,"no","standard","standard","optional","standard","standard","standard","standard","standard","standard","standard","standard","standard","Europe"
"Volvo XC90","Volvo","XC90","XC90 2.4 D5 200 R-Design 5d","Diesel",10.6284967062448,5,7.78322401633604,"4WD",5.29831736654804,5.73334127689775,9.7,4.84418708645859,34,2129,4807,NA,1784,"standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","optional","standard","Europe"
